CustomerID,FullName,EmailAddress,Age,PhoneNumber,Address,Married,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster
302,John Delgado,stacie00@example.com,30,422.893.0174,"9663 Flores Rest Suite 137
New Rebeccafurt, PA 31160",Yes,6.0,5.0,2159.17,4.0,3.0,2.0,432.0,0
303,William Daniels,georgewise@example.net,35,971-825-5508x7270,"Unit 1601 Box 3489
DPO AA 12557",Yes,1.0,4.0,3002.2699999999995,4.0,2.0,2.0,422.0,0
304,Louis Duran,jennifer66@example.net,43,851.998.6751x500,"490 Chung Burgs
Lake Scott, WY 63570",Yes,19.0,6.0,10509.169999999998,2.0,4.0,4.0,244.0,3
305,Ann Diaz MD,vwatson@example.org,39,(961)359-9001x39073,"121 Gonzalez Tunnel Apt. 991
New Danielhaven, DE 98278",Yes,55.0,3.0,970.45,1.0,1.0,1.0,111.0,2
306,Matthew Kerr,ekelley@example.net,24,496.858.6952,"0334 Stone Views Suite 655
South Michaelport, OK 39256",Yes,37.0,4.0,1003.38,2.0,2.0,2.0,222.0,0
307,Francisco Walton,geoffreysimpson@example.net,34,(227)227-3280,"844 Joseph Forge Apt. 694
Port Jeremy, OR 11212",Yes,5.0,4.0,5721.759999999999,4.0,2.0,3.0,423.0,0
308,Richard Mckinney,harpersteven@example.org,33,221.335.5047,"410 Wyatt Islands
Jasonside, AS 26567",No,33.0,2.0,3135.4800000000005,2.0,1.0,3.0,213.0,2
309,Tami Nelson,bradylaura@example.com,23,350.759.0249x4089,"USCGC Maynard
FPO AP 89670",Yes,22.0,3.0,10208.05,2.0,1.0,4.0,214.0,1
310,Erika Lowe,marycruz@example.net,25,001-443-214-9659x9360,"32851 Sara Groves Apt. 198
Taylorfort, AS 94902",Yes,10.0,2.0,8810.49,3.0,1.0,4.0,314.0,1
311,Caitlin Martinez,vgardner@example.net,24,(609)774-7701,"9816 Watson Pass
North Davidberg, AK 99233",No,35.0,7.0,14053.48,2.0,4.0,4.0,244.0,3
312,Jonathan Carpenter,xmcconnell@example.com,47,(909)257-2495x8931,"205 Kelly Meadow
Samanthabury, MI 21975",No,5.0,3.0,13099.37,4.0,1.0,4.0,414.0,1
313,Patricia Watts,anthonypage@example.net,29,778-638-9760x3955,"533 Kathryn Mall Apt. 305
Danielmouth, PA 55128",Yes,37.0,4.0,3809.66,2.0,2.0,3.0,223.0,0
314,Kevin Sullivan,kimberlymclaughlin@example.net,47,+1-596-366-7996x42162,"35601 Courtney Centers Apt. 345
Smithmouth, CT 15643",No,24.0,3.0,3755.16,2.0,1.0,3.0,213.0,2
315,Antonio Owens,zkirby@example.org,37,315-968-0546x9312,"4658 Luis Landing Apt. 545
Morsefort, FL 92213",No,2.0,5.0,1577.69,4.0,3.0,2.0,432.0,0
316,Paul Burnett,harrisfrederick@example.com,66,+1-347-783-3560x400,"26260 Willis Pines
Lake Ronnie, AZ 29860",Yes,6.0,8.0,6484.209999999999,4.0,4.0,3.0,443.0,3
317,Robin James,ghenry@example.com,31,001-465-837-7583x212,"8803 Joy Junction
East Glenn, MT 33082",No,18.0,5.0,8991.210000000001,2.0,3.0,4.0,234.0,1
318,Lisa Joseph,katrinalucero@example.org,27,001-803-760-7795x05013,"9973 Hopkins Neck
Jimmyview, NV 56906",No,4.0,7.0,14547.46,4.0,4.0,4.0,444.0,3
319,Gary Shaw,katherinenichols@example.org,28,604-295-6520x1678,"3486 Green Rapids Suite 096
East Ryan, FM 80205",No,4.0,4.0,11557.35,4.0,2.0,4.0,424.0,1
320,Kevin Mendoza,kanderson@example.com,27,(944)514-6883,"8620 Karen Spring Suite 245
Michaelborough, MS 74795",No,20.0,2.0,1281.73,2.0,1.0,2.0,212.0,2
321,Elizabeth Rich,arellanonicole@example.net,60,773.750.4543x675,"706 Mcclain Place
Greenmouth, CA 90105",No,14.0,4.0,9339.88,3.0,2.0,4.0,324.0,1
322,Tiffany Padilla,stephanie47@example.org,45,256.788.2686,"9710 Carl Bypass
East Jeffreyfurt, SC 30773",Yes,3.0,6.0,1998.12,4.0,4.0,2.0,442.0,0
323,Jonathan Lewis,denise83@example.net,32,7813508301,"20842 Johnson Mews Apt. 381
Lake Keith, VT 51321",No,9.0,7.0,3454.23,3.0,4.0,3.0,343.0,0
324,Charles Silva,adamanderson@example.net,48,001-865-918-9484x29246,"213 Brooke Fall Apt. 652
Earlfurt, VI 04156",Yes,2.0,9.0,7740.18,4.0,4.0,4.0,444.0,3
325,Jerry Chan,nicholasestrada@example.org,53,3195879804,"567 Warren Keys Suite 132
Sharpville, FM 09214",No,27.0,5.0,1039.69,2.0,3.0,2.0,232.0,0
326,Evelyn King,shannonking@example.com,18,560-877-5614x5969,"5808 Wendy Views Suite 877
Keithmouth, TN 25084",Yes,15.0,5.0,9176.63,3.0,3.0,4.0,334.0,1
327,Troy Cole,christopherporter@example.com,30,001-553-558-1334,"2647 Elizabeth Drive Apt. 586
West Erikaton, NY 06436",Yes,24.0,2.0,2965.97,2.0,1.0,2.0,212.0,2
328,Clinton Riley,hgonzalez@example.net,42,744.250.8905x44306,"9863 John Squares Apt. 645
Joshuafort, PA 39528",No,21.0,5.0,1150.93,2.0,3.0,2.0,232.0,0
329,Mrs. Melissa Johnson DDS,fowlerjames@example.net,26,(433)791-3200x45055,"55600 Brooks Dam
Boydfort, PA 79816",Yes,19.0,3.0,5361.27,2.0,1.0,3.0,213.0,2
330,Joel Montgomery,jacob27@example.com,37,+1-775-565-0229,"683 Burns Drive
Sheilaside, AK 06838",Yes,44.0,3.0,810.76,1.0,1.0,1.0,111.0,2
331,Andrew Jensen,tami86@example.net,40,501.979.2439x3263,"6299 Christina Gardens Suite 044
North Nancy, MI 14732",Yes,46.0,1.0,426.48,1.0,1.0,1.0,111.0,2
332,Ms. Barbara Davis,rebeccawyatt@example.com,29,001-762-371-8558,"660 Chaney Pike Apt. 993
Williamsshire, NH 62210",Yes,7.0,5.0,7070.110000000001,3.0,3.0,4.0,334.0,1
333,Dominic Armstrong,brodgers@example.com,34,9202510070,"410 Robert Grove Apt. 255
Paulborough, ME 88238",No,6.0,4.0,1365.75,4.0,2.0,2.0,422.0,0
334,John Chandler,tlam@example.org,28,408.559.4182x9575,"973 Schultz Mews Apt. 550
East Jessicaside, SD 73283",Yes,97.0,3.0,5006.38,1.0,1.0,3.0,113.0,2
335,Kyle Mejia,littlerenee@example.com,26,(208)245-9484x389,"86968 Davis Landing
Port Cynthia, FL 39816",No,100.0,1.0,4024.24,1.0,1.0,3.0,113.0,2
336,Kristy Carlson,amandapena@example.com,45,(482)736-2105x62921,"400 Katelyn Terrace Apt. 893
Christinaton, TX 29399",No,1.0,6.0,12686.46,4.0,4.0,4.0,444.0,3
337,Jason Jensen,rhenry@example.net,41,635-920-8018x3458,"619 Lopez Corner Apt. 615
Lake Kim, VT 29334",Yes,18.0,4.0,1053.2,2.0,2.0,2.0,222.0,0
338,Ian Harris,otaylor@example.org,29,001-859-939-1944x553,"7258 Powell Groves Suite 307
Paulchester, PR 95494",Yes,38.0,8.0,4757.8,2.0,4.0,3.0,243.0,0
339,John Allen,ljenkins@example.net,34,001-726-953-2437x26150,"691 Wilkins Rue
Perryborough, MH 14573",No,55.0,2.0,371.28,1.0,1.0,1.0,111.0,2
340,Jason Bennett,wongkyle@example.org,46,(766)622-7448,"275 George Club
New Charleschester, CO 80256",No,19.0,10.0,12075.97,2.0,4.0,4.0,244.0,3
341,Jonathan Alvarez,obriensusan@example.org,23,419-895-3811x8159,"412 Fernandez Mountain Apt. 846
Zacharytown, AR 41387",No,24.0,2.0,781.36,2.0,1.0,1.0,211.0,2
342,Charlotte Gay,douglas36@example.net,25,572-636-5332,"33014 Danielle Spurs
East Craig, AR 38040",Yes,189.0,3.0,652.71,1.0,1.0,1.0,111.0,4
343,Hannah Anderson,christopherarnold@example.net,25,497.221.9093x452,"917 Hoover Mount
North Rachel, TN 21368",No,88.0,3.0,1232.39,1.0,1.0,2.0,112.0,2
344,Mr. Jeremy Becker,william71@example.org,29,869-801-9288x4701,"7354 Karla Rue
Kelliberg, WA 40940",Yes,271.0,3.0,729.1800000000001,1.0,1.0,1.0,111.0,4
345,Aimee Brown,lisa55@example.org,35,001-547-687-3772,"223 Shelton Estates Apt. 161
North Tammyhaven, PR 93635",Yes,41.0,3.0,881.67,2.0,1.0,1.0,211.0,2
346,Samantha Edwards,patrick80@example.net,28,654-520-7406x123,"656 Kimberly Loop Apt. 204
West Michaelbury, SC 51675",Yes,12.0,5.0,1606.33,3.0,3.0,2.0,332.0,0
347,Jonathan Williams,ashleythomas@example.org,30,(577)887-9015,"524 Vang Corner Apt. 682
Bakerstad, ME 55721",Yes,14.0,2.0,5399.37,3.0,1.0,3.0,313.0,2
348,Gabriel Murphy,edwardscassie@example.com,53,+1-558-728-8147x985,"6175 Jacob Harbor
Hickstown, IN 19235",Yes,10.0,4.0,4132.8,3.0,2.0,3.0,323.0,0
349,Angelica Ward,rebeccaanderson@example.com,25,383.272.3278x2462,"USNS Hudson
FPO AP 23764",No,6.0,8.0,13966.75,4.0,4.0,4.0,444.0,3
350,Steven Stuart,aliciakennedy@example.net,26,001-906-829-8419x43603,"775 Camacho Port
Harrismouth, AS 01699",No,12.0,6.0,5633.81,3.0,4.0,3.0,343.0,0
351,Mrs. Lisa Hardin MD,kristen43@example.net,26,812-779-7824x5619,"430 Kristen Spur Suite 715
Lake John, MP 34326",No,95.0,2.0,787.8900000000001,1.0,1.0,1.0,111.0,2
352,Kelly Williams,houstonian@example.net,28,001-823-754-7260x591,"650 David Springs Apt. 864
Paulville, VA 47831",No,23.0,3.0,2679.38,2.0,1.0,2.0,212.0,2
353,James Smith,brucelaurie@example.com,50,277-838-7724x055,"Unit 0709 Box 6336
DPO AA 07033",Yes,100.0,3.0,7989.450000000001,1.0,1.0,4.0,114.0,1
354,Nicole Griffin,tiffanybaker@example.net,26,767-213-3584x76427,"4743 Morgan Pike
Port Daniel, NY 31719",Yes,29.0,2.0,5285.4,2.0,1.0,3.0,213.0,2
355,Alan West,taylorbaker@example.net,27,001-821-775-8382,"024 Sylvia Inlet
North Jamesland, ID 48476",No,162.0,1.0,8098.9,1.0,1.0,4.0,114.0,4
356,Michael Welch,patrickrice@example.com,36,585.761.7221x32088,"93369 Pruitt Plain
West Kevinshire, AL 07149",No,15.0,3.0,9175.759999999998,3.0,1.0,4.0,314.0,1
357,Dan Flores,sierrawright@example.org,37,(410)239-0899x891,"097 Lee Meadow
Toddland, MA 84753",Yes,40.0,4.0,10375.94,2.0,2.0,4.0,224.0,1
358,Timothy Finley,sara81@example.org,30,217.870.9826,"0415 Dylan Rapids
Chavezmouth, SD 32893",No,4.0,6.0,6471.42,4.0,4.0,3.0,443.0,0
359,Heather Brown,ugreen@example.net,45,001-932-342-5955x6706,"138 Jessica Prairie
Kennedymouth, TN 33118",Yes,113.0,4.0,836.4200000000001,1.0,2.0,1.0,121.0,2
360,Emma Holloway,faulknerthomas@example.org,37,(574)759-4079,"349 Davidson Ridges
Lake Tracy, AZ 08749",No,26.0,8.0,10256.36,2.0,4.0,4.0,244.0,3
361,Alyssa Hale,lorifitzgerald@example.com,36,+1-831-497-5880x40118,"PSC 5200, Box 3440
APO AA 43123",Yes,57.0,4.0,7718.42,1.0,2.0,4.0,124.0,1
362,Joyce Mccarty,karen12@example.com,22,001-548-840-2168x6225,"75400 Garner Shores
New John, NC 02467",No,231.0,4.0,1221.56,1.0,2.0,2.0,122.0,4
363,Ray Schwartz,ronniejohnson@example.com,46,001-529-312-6621x78193,"1189 Nguyen Ports Apt. 739
Port Zachary, IL 84978",Yes,162.0,4.0,2417.27,1.0,2.0,2.0,122.0,4
364,Mary Smith,pwallace@example.com,25,220-936-3205,"074 Smith Mills Apt. 701
West John, SC 26223",No,83.0,4.0,1515.63,1.0,2.0,2.0,122.0,2
365,Jay Harrison,masonnicholas@example.net,33,+1-709-751-3367,"274 Green River Suite 352
Hernandezshire, DE 46057",Yes,103.0,3.0,685.53,1.0,1.0,1.0,111.0,2
366,Gwendolyn Estrada,nicole68@example.org,59,3748656464,"310 Erin Square
Angelaburgh, LA 20796",Yes,137.0,2.0,2825.32,1.0,1.0,2.0,112.0,4
367,Robin Mitchell,chelseacooper@example.com,39,398-600-3606x064,"728 Shawn Falls
Benjaminfort, RI 06039",No,63.0,8.0,33802.36,1.0,4.0,4.0,144.0,3
368,Travis Rivera,ysuarez@example.org,25,5118030578,"28680 Douglas Turnpike Apt. 024
New Anthonyville, MH 36188",No,6.0,5.0,14484.41,4.0,3.0,4.0,434.0,3
369,Douglas Stone,jobrien@example.net,38,7765728321,"315 Dawn Stream Apt. 031
Louismouth, NE 40339",No,42.0,7.0,23216.7,2.0,4.0,4.0,244.0,3
370,Daniel Reed,hansendarren@example.net,46,886-633-5778,"822 Tammy Parks
Nguyenstad, NE 99455",Yes,238.0,3.0,10181.03,1.0,1.0,4.0,114.0,4
371,Matthew Gates,mary07@example.com,35,(890)785-7643x455,"17891 Kristy Heights Suite 706
Matthewville, OR 68811",Yes,3.0,5.0,7606.340000000001,4.0,3.0,4.0,434.0,1
372,Madeline Holmes,mhall@example.net,46,001-540-467-7503x90925,"676 Miller Land
Santostown, PA 09581",Yes,48.0,4.0,1323.3,1.0,2.0,2.0,122.0,0
373,Jason Yang,sherryoneill@example.org,40,201.324.6511,"2370 Parsons Cove Suite 999
Matthewmouth, RI 34149",No,87.0,3.0,11609.13,1.0,1.0,4.0,114.0,1
374,Nicole Fernandez,milleroscar@example.com,18,+1-538-452-2764x5698,"3476 Price Parks Apt. 335
West Ashleytown, CA 66633",No,18.0,3.0,8059.91,2.0,1.0,4.0,214.0,1
375,Mary Hall,shannon84@example.com,41,840.837.0456x781,"9008 Breanna Causeway
Port Sandra, NH 55838",Yes,245.0,2.0,784.6300000000001,1.0,1.0,1.0,111.0,4
376,James Oneal,tyler85@example.org,43,001-742-284-5290,"1039 Grant Shores
Delgadobury, PA 21843",No,67.0,7.0,10671.41,1.0,4.0,4.0,144.0,3
377,Patricia Walsh,wallacemarcus@example.org,37,(306)882-7544x29388,"24281 Molly Courts Suite 531
Heathermouth, KS 47144",No,139.0,4.0,1491.15,1.0,2.0,2.0,122.0,4
378,Daniel Ball,david07@example.org,26,+1-673-978-2412x5756,"4900 Knight Union
Sotomouth, GA 36687",Yes,56.0,2.0,952.5,1.0,1.0,1.0,111.0,2
379,Alec Dixon,michealharris@example.com,51,001-509-517-7734x2304,"0282 Crystal Shore
Port Stephaniefurt, GA 16560",Yes,256.0,1.0,8280.1,1.0,1.0,4.0,114.0,4
380,Tara Jackson,sfowler@example.org,46,(671)301-5189x6245,"764 Foster Mountains Apt. 130
West Shannonchester, ID 16381",Yes,40.0,4.0,12900.72,2.0,2.0,4.0,224.0,1
381,Austin Lewis,bradshawcharles@example.org,35,+1-857-476-5912x36392,"457 Suzanne Green Suite 685
Waltonchester, OH 87983",Yes,135.0,1.0,2561.58,1.0,1.0,2.0,112.0,4
382,Troy Miles,robertsonkirk@example.org,32,001-223-960-5399x90070,"15897 Patricia Gateway Apt. 075
Collinsview, GA 35660",No,160.0,3.0,3618.06,1.0,1.0,3.0,113.0,4
383,Sabrina Waller,pchandler@example.org,33,741-955-9039x695,"6356 David Pine
Lake Gwendolynberg, IN 43857",No,20.0,1.0,421.7000000000001,2.0,1.0,1.0,211.0,2
384,David Dunn,jenny55@example.net,41,(710)261-1609,"42869 Anthony Prairie
Rubenfurt, NM 45330",No,134.0,4.0,7944.08,1.0,2.0,4.0,124.0,4
385,Miguel Hale,steven80@example.net,46,283-689-0166x577,"260 Roy Corners
Lake Andrea, CO 69500",Yes,105.0,7.0,1996.29,1.0,4.0,2.0,142.0,0
386,Paul Sampson,ogarcia@example.com,60,001-413-857-6571,"35338 Thomas Summit
Port Jessica, WY 88304",Yes,61.0,5.0,1599.02,1.0,3.0,2.0,132.0,0
387,Jennifer Owens,morrisrichard@example.org,32,001-324-346-2218x02221,"2985 Henderson Freeway Suite 721
Joshuaside, MS 56947",Yes,37.0,3.0,12307.09,2.0,1.0,4.0,214.0,1
388,Franklin Kaufman,lalexander@example.com,34,+1-689-976-6915x76654,"328 Levi Islands
Griffinborough, IN 50037",Yes,70.0,2.0,500.88,1.0,1.0,1.0,111.0,2
389,Robert Mitchell,cmaxwell@example.org,24,+1-363-428-6171x47776,"20869 Vanessa Mall
Jenniferborough, AK 70747",No,38.0,7.0,15058.12,2.0,4.0,4.0,244.0,3
390,Paul Dean,ogeorge@example.org,41,4204705388,"9035 Matthew Ways
West Brandon, NH 06370",Yes,60.0,3.0,755.0899999999999,1.0,1.0,1.0,111.0,2
391,Ms. Alyssa Adams,michael53@example.com,18,217-412-2282x7035,"17870 Cruz Meadows Suite 394
Emilyshire, CA 02209",Yes,184.0,4.0,16995.18,1.0,2.0,4.0,124.0,4
392,Terry Miller,robertskaren@example.org,37,403.457.0197x40656,"65139 Price Fork
Chaneyport, PA 53064",No,31.0,2.0,577.1700000000001,2.0,1.0,1.0,211.0,2
393,Daniel Kelley,amy11@example.net,44,743-340-0702x97762,"55383 Eduardo Pass
Christopherbury, SD 39608",Yes,16.0,2.0,5770.4400000000005,2.0,1.0,3.0,213.0,2
394,Nicholas Watson,zmclean@example.org,23,254.672.6875x621,"3723 Melissa Turnpike
New Kathryn, TN 25738",Yes,32.0,4.0,1484.77,2.0,2.0,2.0,222.0,0
395,Gregory Johnson,james82@example.org,33,984-342-9106,"35964 Carroll Trafficway
Anthonyside, AK 77465",No,81.0,2.0,5181.34,1.0,1.0,3.0,113.0,2
396,Kathleen Lynn,fryebrenda@example.com,38,732.726.1409x2827,"7028 Christopher Hill
North James, ND 46869",No,67.0,3.0,1704.9900000000002,1.0,1.0,2.0,112.0,2
397,Kelly Zuniga,gonzaleskatie@example.org,32,(702)718-2653x277,"226 Anthony Cove Suite 244
Jessicatown, DE 87654",No,54.0,3.0,8239.92,1.0,1.0,4.0,114.0,1
398,Sabrina Kirby,angela97@example.com,44,452-493-7606,"0387 Morales Drives
Gaybury, PA 21035",Yes,268.0,1.0,67.2,1.0,1.0,1.0,111.0,4
399,Renee Brown,njohnson@example.com,42,573.482.4706,"0571 Hill Glen
Lake Lisa, TN 67990",Yes,119.0,2.0,303.3,1.0,1.0,1.0,111.0,2
400,David Parsons,greenedavid@example.org,43,+1-656-804-5988x995,"60351 Park Well
North Margaret, MT 23152",Yes,67.0,7.0,22362.98,1.0,4.0,4.0,144.0,3
401,Nicholas Mccormick,yking@example.org,35,744-759-5911,"37131 Smith Street Suite 143
Hintonburgh, AK 42377",Yes,65.0,4.0,9026.96,1.0,2.0,4.0,124.0,1
402,Laura Johnson,cruzmichael@example.com,46,543-947-6623,"990 Wells Run Suite 444
New Angelahaven, NC 89908",Yes,99.0,3.0,5846.840000000001,1.0,1.0,3.0,113.0,1
403,Kristin Black,candrews@example.net,48,001-547-962-8648x655,"8775 Terrence Fall Suite 393
Jimmyport, IA 49386",No,99.0,6.0,2509.67,1.0,4.0,2.0,142.0,0
404,Henry Washington,esmith@example.net,50,(405)502-8801x78156,"18935 Smith Haven
Port Nancy, MN 36896",Yes,175.0,4.0,2509.8,1.0,2.0,2.0,122.0,4
405,Jacqueline Beck,bwright@example.net,44,(288)345-2698x8873,"36007 Barker Ville Apt. 685
Leslietown, AS 27115",No,40.0,6.0,7570.9,2.0,4.0,4.0,244.0,1
406,Felicia Erickson,vickiehill@example.net,39,(254)674-9095x9415,"437 Ali Keys Apt. 730
Jonathanshire, TN 32137",No,60.0,2.0,8723.59,1.0,1.0,4.0,114.0,1
407,Michele Fischer MD,fowlercorey@example.net,21,556-334-5867,"5473 Rebecca Coves Apt. 199
Baileybury, OR 02095",Yes,32.0,3.0,7361.09,2.0,1.0,4.0,214.0,1
408,Mr. David Roberson,smithlaura@example.net,46,2803073557,"2179 Cody Ridges Apt. 216
New Michaelland, VI 14259",No,265.0,2.0,6516.129999999999,1.0,1.0,3.0,113.0,4
409,Garrett Rose,amanda47@example.com,24,883.844.6870x3352,"Unit 0283 Box 9387
DPO AP 70823",Yes,204.0,4.0,8379.12,1.0,2.0,4.0,124.0,4
410,Rebecca Reid,marynelson@example.org,33,001-684-822-4788x6539,"955 Krause Wells
Lake Scott, DC 79680",No,42.0,8.0,8218.16,2.0,4.0,4.0,244.0,3
411,Brianna Kent,angelapitts@example.com,36,983.341.7695,"027 Hicks Fort
North Robin, IN 41416",Yes,93.0,3.0,1333.94,1.0,1.0,2.0,112.0,2
412,Chad Gutierrez,ricenicole@example.net,18,(432)373-5865,"PSC 8139, Box 0556
APO AA 95127",No,61.0,3.0,825.88,1.0,1.0,1.0,111.0,2
413,Roberto Russell,dhernandez@example.net,21,001-863-393-4120x31321,"2179 Thomas Throughway
Michaelview, ME 63232",Yes,45.0,7.0,13533.12,1.0,4.0,4.0,144.0,3
414,Kendra Robinson,umontes@example.com,18,+1-683-403-5754x96048,"381 Butler Pines Apt. 265
Jennifermouth, MD 94033",No,76.0,4.0,8767.9,1.0,2.0,4.0,124.0,1
415,Jesus Jackson,ariana33@example.org,38,+1-239-803-1866,"914 Murray Knoll
West Rachael, VI 68681",No,36.0,5.0,17396.0,2.0,3.0,4.0,234.0,3
416,Rebecca Coleman,bendersusan@example.com,27,(404)408-4151,"112 Cross Oval Apt. 140
New Danielport, IA 00899",Yes,272.0,3.0,11365.39,1.0,1.0,4.0,114.0,4
417,Paul Steele,karenweber@example.com,38,(429)770-1104x897,"26832 Bush Plain Suite 474
New Laurieview, FM 02899",Yes,67.0,1.0,263.55,1.0,1.0,1.0,111.0,2
418,Megan Hopkins,jonathan83@example.org,33,565.600.4120x4432,"433 Roberts Vista Apt. 216
Victoriaberg, NC 71303",No,130.0,5.0,1555.4899999999998,1.0,3.0,2.0,132.0,4
419,Timothy Anderson,lshelton@example.com,34,494.304.3265,"732 Kevin Heights Suite 261
Lake Billyberg, TX 32395",Yes,250.0,5.0,7570.63,1.0,3.0,4.0,134.0,4
420,Karen Floyd,hernandeztaylor@example.com,39,+1-764-258-4048x0756,"659 Lawrence Trafficway
West Christianfurt, VI 44869",Yes,66.0,2.0,352.14,1.0,1.0,1.0,111.0,2
421,Benjamin Brown,gchristian@example.com,37,477.412.3830x8171,"93506 Lee Points
North Diana, WV 30573",Yes,55.0,4.0,1530.19,1.0,2.0,2.0,122.0,0
422,Tiffany Taylor,bradleyjeffrey@example.net,31,(525)673-7598x4555,"Unit 4230 Box 4116
DPO AE 50181",Yes,21.0,4.0,5121.59,2.0,2.0,3.0,223.0,0
423,Brandy Smith,aromero@example.net,29,383-916-8909,"6189 Trevino Mountain
Port Jacquelinemouth, WI 20486",No,65.0,5.0,13450.16,1.0,3.0,4.0,134.0,1
424,Christopher Nguyen,jessica35@example.org,30,4817903492,"8514 Obrien Hollow Apt. 921
Greenfort, IN 78116",No,328.0,1.0,133.74,1.0,1.0,1.0,111.0,4
425,Cheyenne Williams,andreahill@example.com,30,001-469-344-4532,"57353 Francis Island Suite 273
Andrewborough, GU 45380",No,25.0,4.0,800.01,2.0,2.0,1.0,221.0,0
426,Eric Monroe,kathryn17@example.net,39,(813)230-2611x5708,"PSC 6367, Box 1367
APO AA 33955",Yes,110.0,6.0,12376.31,1.0,4.0,4.0,144.0,3
427,Susan Mendoza,suzannecameron@example.org,31,804-791-2942x70315,"45889 Davis Brook
Rogersside, WY 46598",No,40.0,5.0,6809.42,2.0,3.0,4.0,234.0,1
428,Kristy Powers,taylorann@example.org,31,974-337-9816x91594,"39281 Anderson Courts
Faithville, WA 32628",No,57.0,3.0,2621.84,1.0,1.0,2.0,112.0,2
429,Brenda Taylor,nwells@example.org,35,(926)437-1979x6692,"79524 David Springs Apt. 033
South Bryce, WA 32326",No,115.0,5.0,11232.08,1.0,3.0,4.0,134.0,1
430,William Watts,wilsonhenry@example.com,27,(377)924-0474,"6927 Ramos Road Apt. 880
Crawfordshire, NJ 71680",No,35.0,3.0,2395.53,2.0,1.0,2.0,212.0,2
431,Robert Thompson,martin05@example.com,27,001-550-599-8030,"9634 Ward Tunnel
Jenniferstad, IA 78042",No,45.0,4.0,11450.85,1.0,2.0,4.0,124.0,1
432,Hayden Moon,santiagokelsey@example.com,24,+1-451-270-1403x59498,"571 Chase Lane
Jamesbury, IA 92683",No,139.0,2.0,1165.6999999999998,1.0,1.0,2.0,112.0,4
433,Anita Rodriguez,fletchermichael@example.org,45,9944097431,"7329 Destiny Court
Lake Crystal, IA 75658",Yes,180.0,3.0,7499.38,1.0,1.0,4.0,114.0,4
434,Jonathan Wright,paulpowell@example.com,30,(456)732-1248x52920,"225 Vazquez Ports
Butlermouth, MA 14556",No,117.0,5.0,4717.76,1.0,3.0,3.0,133.0,1
435,Levi King,kimberlythomas@example.com,20,264.960.7575x1274,"Unit 9322 Box 3331
DPO AA 52126",No,,,,,,,,0
436,Rachel Harrell,campbellmaria@example.com,44,215-421-1952,"2629 Carroll Viaduct
Jennifermouth, OH 80528",No,145.0,3.0,4772.26,1.0,1.0,3.0,113.0,4
437,Stephanie Gonzalez,jnichols@example.com,30,+1-727-933-6644x47152,"135 Stone Glens Suite 543
East Stephenton, VT 98656",Yes,96.0,4.0,9175.65,1.0,2.0,4.0,124.0,1
438,Jeffrey Vasquez,rebeccamoore@example.com,46,+1-950-785-4347x489,"56601 Crosby Harbors Suite 161
Lake Barbaraberg, UT 21541",No,5.0,10.0,12009.5,4.0,4.0,4.0,444.0,3
439,David Cobb,cartertiffany@example.org,28,381-325-9346x68972,"18231 Moore Stravenue
Port Laurashire, SC 06721",No,250.0,5.0,16101.5,1.0,3.0,4.0,134.0,4
440,Lori Nelson,andrewwarner@example.org,36,001-937-938-5279x14169,"4348 Jeffrey Extension Apt. 829
East April, IL 50001",No,21.0,6.0,13822.65,2.0,4.0,4.0,244.0,3
441,Jackie Jensen,abigail09@example.net,50,(689)888-4408x88477,"7134 Dustin Meadows
Jacquelinechester, IL 69890",No,37.0,11.0,11617.61,2.0,4.0,4.0,244.0,3
442,Jeffrey Collins,mlowe@example.net,46,744.740.8781,"2237 Kane Shores Suite 811
West Joshua, MT 46009",No,51.0,3.0,976.42,1.0,1.0,1.0,111.0,2
443,Timothy Mcmahon,lmoon@example.org,38,7556703657,"914 Shelby Vista
North Amyview, FL 19624",Yes,12.0,5.0,1771.88,3.0,3.0,2.0,332.0,0
444,Christina Rodriguez,hesterjason@example.org,40,(673)537-2589x998,"39848 Mills Way
West Nicoleside, VT 89926",No,,,,,,,,0
445,Elizabeth Collins,cory33@example.com,28,001-327-697-8826,"8862 Gregory Bridge Apt. 773
Johnfurt, WI 03428",Yes,6.0,7.0,973.37,4.0,4.0,1.0,441.0,0
446,Renee Rogers,ystanley@example.org,33,001-991-631-6546x183,"0060 Kaylee Fork
Kevinland, OH 29520",Yes,9.0,3.0,9954.06,3.0,1.0,4.0,314.0,1
447,Jill Porter,vazquezthomas@example.org,34,732.348.3887,"0759 Coleman Fork Suite 787
New Sherylfort, MS 68320",No,290.0,1.0,306.12,1.0,1.0,1.0,111.0,4
448,Robert Golden,debbie33@example.net,25,001-469-972-6323x06470,"PSC 7446, Box 0093
APO AP 81517",No,93.0,5.0,11628.16,1.0,3.0,4.0,134.0,1
449,Elizabeth Phillips,benjamin23@example.com,45,773.687.3482x3664,"043 Thompson Stravenue
Port David, NE 74031",No,37.0,3.0,5661.27,2.0,1.0,3.0,213.0,1
450,Shirley Morrison,nrobinson@example.org,31,868-679-1636x26826,"4025 Brandon Burg
Kylebury, WI 81538",Yes,210.0,2.0,7453.21,1.0,1.0,4.0,114.0,4
